Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
5999,Authentique Bites,3,5,30,300,New Delhi,Civil Lines,FALSE,9
6000,Pankaj Tea And Coffee Shop,2,10,50,500,New Delhi,Pragati Vihar,FALSE,0
6001,Diamond Restaurant & Cafe,2,10,50,500,New Delhi,Gulabi Bagh,FALSE,0
6002,Jannat Bakers,2,10,50,500,New Delhi,East Patel Nagar,FALSE,0
6003,Jain Paan House,2,10,50,150,New Delhi,Civil Lines,FALSE,1
6004,Desi Fukrey,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6005,Chi Asian Cookhouse,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6006,Chi Asian Cookhouse,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6007,Curry Crew,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6008,Bowl Street,2,10,100,500,New Delhi,Chanakyapuri,FALSE,0
6009,Italian Bistro,3,5,30,200,New Delhi,Nizamuddin,FALSE,0
6010,Charko,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6011,Ashirwad Inc,3.6,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6012,Ganesh Foods,3.6,10,50,300,New Delhi,Civil Lines,FALSE,0
6013,Diva - The Italian Restaurant,4.1,10,200,900,New Delhi,Chanakyapuri,FALSE,0
6014,Shahil Tea Corner,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6015,24 Seven,3.9,5,30,300,New Delhi,Civil Lines,FALSE,1
6016,Amritsari Dhaba,4.6,10,100,500,New Delhi,Civil Lines,FALSE,0
6017,Sbm,2,10,50,100,New Delhi,Lodhi Road,FALSE,0
6018,BTW (Bittoo Tikki Wala),3,5,30,500,New Delhi,Kamla Nagar,FALSE,0
6019,Home Cooked Food,3,5,30,500,New Delhi,West Patel Nagar,FALSE,0
6020,Shiva Kitchen,3.9,10,50,500,New Delhi,Sarai Rohilla,FALSE,3
6021,Cake Innovation,3,10,75,300,New Delhi,Civil Lines,FALSE,4
6022,Sargam Veg,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6023,Lap Garden Restaurant & Bar,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6024,Moets Oh Bao Chinese,4,10,50,350,New Delhi,Civil Lines,FALSE,2
6025,Pandit Sweets,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6026,Al Quresh Restaurant,2,10,50,500,New Delhi,Nizamuddin,FALSE,3
6027,Urban Hotpot,2,10,50,250,New Delhi,Nizamuddin,FALSE,0
6028,Aslam Bakery,3,5,30,500,New Delhi,West Nizamuddin,FALSE,0
6029,Koyla Kebab,2,10,100,500,New Delhi,Nizamuddin,FALSE,0
6030,"Tres,Lodhi Colony",2,10,50,500,New Delhi,Gokalpuri,FALSE,15
6031,Sethi Chemical,2,10,50,500,New Delhi,Anand Parbat,FALSE,0
6032,Lallwal Resturents,2,10,50,500,New Delhi,Anand Parbat,FALSE,0
6033,Dirty Dough Pizza By Moets,3.9,10,75,400,New Delhi,Civil Lines,FALSE,2
6034,Shivam Corner,2,10,50,250,New Delhi,Civil Lines,FALSE,2
6035,Moets Kulfi,4.5,5,30,300,New Delhi,Civil Lines,FALSE,1
6036,New Khusboo Vaishnav Dhaba,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6037,Lazzat,2,10,50,100,New Delhi,Nizamuddin,FALSE,3
6038,Hungry Kya,2,10,100,500,New Delhi,Malka Gunj,FALSE,0
6039,Roomali Garh,4.2,10,100,500,New Delhi,Lodhi Road,FALSE,7
6040,Hot Chilli,3,10,75,300,New Delhi,Gulabi Bagh,FALSE,0
6041,Uncle Shop,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6042,Tres,4.6,10,200,3500,New Delhi,Lodhi Colony,FALSE,19
6043,Guppy by ai,4,10,200,2700,New Delhi,Gokalpuri,FALSE,94
6044,Yadav Namkeen Manufacturer,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6045,Spicy Treat,3.9,10,100,500,New Delhi,Civil Lines,FALSE,4
6046,Veer Jee Restaurant,4.5,10,50,500,New Delhi,Jor Bagh,FALSE,2
6047,Grand Madras Cafe,4.1,25,75,300,New Delhi,Kamla Nagar,TRUE,10
6048,Greenbrrew,2,10,50,300,New Delhi,Civil Lines,FALSE,0
6049,Sharma Gajak Bhandar,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6050,Mohan Dhaba,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6051,Moets Curry Leaf,5,10,175,800,New Delhi,Civil Lines,FALSE,5
6052,Cake Shop,3,20,75,200,New Delhi,West Patel Nagar,FALSE,1
6053,Sutta Point,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6054,Street Chef,2,10,100,500,New Delhi,Sardar Patel Marg,FALSE,0
6055,Hot And Spicy,2,10,100,500,New Delhi,Sardar Patel Marg,FALSE,0
6056,The Salad Bowl,2,10,100,500,New Delhi,Satyaniketan,FALSE,0
6057,Teri Teri Momos,2,10,50,500,New Delhi,Sardar Patel Marg,FALSE,0
6058,Bite At Night,2,10,50,500,New Delhi,Satyaniketan,FALSE,0
6059,Khusboo Vaishno Corner,2,10,50,200,New Delhi,Kamla Nagar,FALSE,4
6060,Khandani pakoda wala,3,10,75,500,New Delhi,Kamla Nagar,TRUE,0
6061,Al Qureshi's,4.1,10,100,400,New Delhi,West Nizamuddin,FALSE,2
6062,Kushbu Vaishno Dhaba,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6063,Saffron Valley,3,5,30,400,New Delhi,Nizamuddin,FALSE,0
6064,Gulfam Kashmiri Wazwan,2,10,50,400,New Delhi,Nizamuddin,FALSE,1
6065,Al Quresh,4.2,10,100,500,New Delhi,Nizamuddin,FALSE,12
6066,Gopala Fresh Produce Pvt Ltd,4.2,20,75,250,New Delhi,Malka Gunj,FALSE,0
6067,Pandit Basudev Sweets,2,10,50,200,New Delhi,Kamla Nagar,FALSE,0
6068,Healthie,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6069,Manohar bakery,4,10,50,250,New Delhi,Malka Gunj,FALSE,0
6070,Khushbu Vaishno Dhaba,4.1,1,10,300,New Delhi,Kamla Nagar,FALSE,2
6071,Day And Night Momos,2,10,50,500,New Delhi,Gokalpuri,FALSE,0
6072,Dilli Gate Restaurant,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6073,Babblu Aggarwal,3,5,30,500,New Delhi,Kamla Nagar,FALSE,0
6074,Roshanara Club Restaurant,3,10,75,950,New Delhi,Kamla Nagar,FALSE,2
6075,Kanwar Sain Anil Kumar,4.1,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6076,InnerChef,2,10,50,250,New Delhi,Kamla Nagar,FALSE,0
6077,Thalis Of India,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6078,The Poke Bar,3,5,30,1800,New Delhi,Lodhi Colony,FALSE,0
6079,Shree Radhe Dhaba,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6080,Ecf Chaap & Kabab's,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6081,SPL Micheal Hot Pot Momos,3,5,30,300,New Delhi,Kamla Nagar,FALSE,0
6082,The Pyramid Bar,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6083,Vijay Dhaba,3.5,10,100,500,New Delhi,Lodhi Colony,FALSE,2
6084,Vijay Dhaba,2,10,50,250,New Delhi,Jor Bagh,FALSE,0
6085,Hotel Golden Grand,4.3,10,200,2000,New Delhi,West Patel Nagar,FALSE,20
6086,Arya Rasoi Corner,2,10,50,500,New Delhi,Jawahar Nagar,FALSE,0
6087,Ahad Foods,3,5,30,350,New Delhi,Nizamuddin,FALSE,0
6088,Khushboo Vaishno Dhaba,4.6,10,75,500,New Delhi,Kamla Nagar,FALSE,4
6089,Golgappa King,4.2,10,50,200,New Delhi,Kamla Nagar,FALSE,1
6090,World In A Bowl,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6091,Golden Restro Bar,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6092,Ved Dhaba,3.9,10,50,450,New Delhi,Kamla Nagar,FALSE,5
6093,Amor Cakery,3,5,30,400,New Delhi,West Patel Nagar,FALSE,0
6094,Khandani Pakode Wala,3.7,10,50,200,New Delhi,Kamla Nagar,FALSE,5
6095,Vijay Restaurant,2,10,100,500,New Delhi,BK Dutt Colony,FALSE,0
6096,Local Bawarchi,2,10,50,250,New Delhi,Lodhi Road,FALSE,0
6097,Manohar Bikkaneri,4,10,50,200,New Delhi,Jawahar Nagar,FALSE,2
6098,Shivam Dhaba,2,10,100,500,New Delhi,Jawahar Nagar,FALSE,0
6099,Le Cafe Foodies Adda,3.9,10,50,500,New Delhi,Lodhi Road,FALSE,10
6100,Jagdish Restaurant,2,10,100,500,New Delhi,Civil Lines,FALSE,0
6101,Kaku Da Dhaba,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6102,La Opera,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6103,Yadav Matthi Wala,4.9,3,25,300,New Delhi,Kamla Nagar,FALSE,5
6104,Kaku Da Dhaba,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6105,Swad Ka Khazana,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6106,Punjabi Grill Juncution,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6107,Nezami Chicken Cornor,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6108,Dal~Roti,3,10,75,300,New Delhi,Kamla Nagar,FALSE,2
6109,Bansiwala Sweets Corner,4.3,10,30,100,New Delhi,Malka Gunj,FALSE,2
6110,Roshanara Club,4.4,10,125,1250,New Delhi,Gulabi Bagh,FALSE,3
6111,Pappu  Das,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6112,Bamboo Chopsticks,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6113,Swagat Caterer,2,10,50,500,New Delhi,Chanakyapuri,FALSE,0
6114,Ahuja Sweets,2,10,100,500,New Delhi,Chanakyapuri,FALSE,0
6115,Swetish Corner,3,5,30,500,New Delhi,Malka Gunj,FALSE,0
6116,Lazeez Roll Corner,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6117,Manohar's Cakes,3.9,10,50,200,New Delhi,Malka Gunj,FALSE,3
6118,M.R. Sons,4,10,50,250,New Delhi,Malka Gunj,FALSE,0
6119,Golden Restro Bar - Hotel Golden Grand,4.2,10,200,2000,New Delhi,West Patel Nagar,FALSE,17
6120,Tree Side Food,2,10,50,500,New Delhi,Gokalpuri,FALSE,0
6121,Graphic India,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
6122,Raju Authority Wala Meat,3,5,30,300,New Delhi,Civil Lines,FALSE,1
6123,Sethi's The Cake Shop,3.8,10,50,100,New Delhi,Kamla Nagar,FALSE,2
6124,Raju Dhaba,2,10,100,500,New Delhi,Civil Lines,FALSE,0
6125,Kunal Tea Shop,3,5,30,500,New Delhi,Sarai Rohilla,FALSE,0
6126,Foodies Hub,5,10,100,500,New Delhi,Malka Gunj,FALSE,0
6127,The Bombay Plate,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6128,Sugar Blossoms,2,10,50,500,New Delhi,Lodhi Colony,FALSE,1
6129,A1 Muradabadi Biryani,2,10,50,300,New Delhi,Shastri Park,FALSE,0
6130,Bhim Sain Jain Singhal,2,10,50,500,New Delhi,Jawahar Nagar,FALSE,0
6131,Soya Bites,3.7,5,30,300,New Delhi,Gokalpuri,FALSE,1
6132,Savanti Meat House,2,10,50,200,New Delhi,Laxmi Nagar,FALSE,0
6133,Aroma Eating Joint,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6134,Chaupati,3.9,10,50,150,New Delhi,V3s Mall,FALSE,0
6135,Balaji Tiffin Services,2,10,50,200,New Delhi,Kamla Nagar,FALSE,0
6136,Only Bar Restaurant,4.5,10,50,500,New Delhi,East Nizamuddin,FALSE,0
6137,Status Restaurant,2,10,100,500,New Delhi,West Patel Nagar,FALSE,0
6138,Chutney Bite,2,10,50,300,New Delhi,West Patel Nagar,FALSE,4
6139,Treat Of The East,3.8,5,30,400,New Delhi,Jawahar Nagar,FALSE,3
6140,The Asian Critic,3.9,10,50,400,New Delhi,Kamla Nagar,FALSE,3
6141,Bengali Annu Meet House,3.8,10,50,100,New Delhi,Shakarpur,FALSE,5
6142,Fujian Street,2,10,50,300,New Delhi,Kamla Nagar,FALSE,7
6143,Sonu Dhaba,2,10,100,500,New Delhi,Dasghara,FALSE,0
6144,Snack Hack,3.4,10,100,500,New Delhi,Kamla Nagar,FALSE,1
6145,Snackster Bistro,4.1,10,50,300,New Delhi,Kamla Nagar,FALSE,2
6146,Rawal Pindi Chhole Bhature,3.9,10,50,200,New Delhi,Kamla Nagar,FALSE,1
6147,Raju Authority Wala Meat,3,5,30,300,New Delhi,Civil Lines,FALSE,0
6148,Refuel,3.7,10,50,300,New Delhi,Kamla Nagar,FALSE,2
6149,Pocket Friendly Cafe,3,5,30,250,New Delhi,BK Dutt Colony,FALSE,1
6150,Whey To Go - Healthy Ice Creams,4,5,30,200,New Delhi,Jawahar Nagar,FALSE,10
6151,Chauhan Ji Chole Bhature Wale,3,5,30,200,New Delhi,Lodhi Colony,FALSE,0
6152,Mr Showarma,3,5,30,100,New Delhi,Lodhi Colony,FALSE,11
6153,Shakezilla,2,10,50,500,New Delhi,Jawahar Nagar,FALSE,0
6154,De Italiano,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
6155,Bugggr Off By CJS Fresh,2,10,100,800,New Delhi,Lodhi Colony,FALSE,0
6156,Bikaner Sweets & Snacks,3,5,30,250,New Delhi,Shastri Park,FALSE,0
6157,Jaatre Ice Cream,2,10,50,400,New Delhi,Lodhi Colony,FALSE,3
6158,Singh Paratha,3,5,30,200,New Delhi,Civil Lines,FALSE,1
6159,The Thai Guy,4,10,75,450,New Delhi,West Patel Nagar,FALSE,4
6160,Rana Tea,3,5,30,500,New Delhi,Civil Lines,FALSE,0
6161,Burger Stall,2,10,100,500,New Delhi,Gokalpuri,FALSE,0
6162,Kanwarji's Confectioners,5,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
6163,Mahesh Chand Sharma,4.2,5,30,500,New Delhi,Gokalpuri,FALSE,9
6164,Elma's Brasserie,4.2,10,200,2000,New Delhi,Gokalpuri,FALSE,10
6165,Juneja's Eating Plaza,3.9,10,100,500,New Delhi,Lodhi Colony,FALSE,13
6166,Juneja Eating Plaza,4.2,10,50,500,New Delhi,Lodhi Road,FALSE,5
6167,Ripz Food Corner,2,10,50,500,New Delhi,Shakti Nagar,FALSE,0
6168,Cream Bell,2,10,50,250,New Delhi,Kamla Nagar,FALSE,5
6169,Elmas Brasserie,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
6170,Chacha Chai Nashta,3,5,30,150,New Delhi,Shakarpur,FALSE,0
6171,Oregano Momos,3,5,30,300,New Delhi,Laxmi Nagar,FALSE,0
6172,Guru Da Parantha,2,3,25,200,New Delhi,Laxmi Nagar,FALSE,0
6173,Hotpot,3,10,75,500,New Delhi,Shakti Nagar,FALSE,0
6174,Kunafa,4.4,10,50,300,New Delhi,Lodhi Colony,FALSE,3
6175,Special Paranthas,2,10,50,500,New Delhi,Kamla Nagar,FALSE,2
6176,Bengali Paratha House,3,5,30,100,New Delhi,Laxmi Nagar,FALSE,1
6177,A S Chinese Hot Fast Food,3.9,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
6178,Dawat Restaurant,2,10,100,500,New Delhi,Lodhi Colony,FALSE,0
6179,Curry Company,5,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6180,Mojo's Food,2,10,50,500,New Delhi,South Patel Nagar,FALSE,0
6181,Dietroz,3,10,75,500,New Delhi,Shastri Park,FALSE,0
6182,Hot Chimney Restaurant,2,10,50,500,New Delhi,Lodhi Colony,FALSE,0
6183,Shawarma Kings,2,10,50,200,New Delhi,Shakti Nagar,FALSE,0
6184,Maa saraswati rasoi,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6185,Satvik Mess,2,10,50,500,New Delhi,Pusa Institutional Area,FALSE,0
6186,Krishan Sweets,3.9,10,50,350,New Delhi,Lodhi Road,FALSE,1
6187,Cake Pastry Shop,3,10,75,300,New Delhi,West Patel Nagar,FALSE,1
6188,Shri Vatsam,3,5,30,300,New Delhi,Kamla Nagar,FALSE,0
6189,London Dairy,2,10,50,100,New Delhi,Jawahar Nagar,FALSE,0
6190,Rico's,4.1,10,100,850,New Delhi,Jawahar Nagar,FALSE,0
6191,Momo Nation,3,5,30,200,New Delhi,West Patel Nagar,FALSE,0
6192,Saifi Car Painter,2,10,50,500,New Delhi,Nizamuddin,FALSE,0
6193,Flat Fit,3,5,30,500,New Delhi,West Nizamuddin,FALSE,0
6194,Diva Spiced,4,10,125,1150,New Delhi,Gokalpuri,FALSE,4
6195,Broma - Coffee Italian Chinese,3,5,30,400,New Delhi,Kamla Nagar,FALSE,0
6196,High On Momos,3,5,30,300,New Delhi,Kamla Nagar,FALSE,0
6197,Pizzaro,3,5,30,200,New Delhi,Kamla Nagar,FALSE,0
6198,The Sweet Tooth Company,3,5,30,300,New Delhi,Kamla Nagar,FALSE,0
6199,Hungry Kya,2,10,50,150,New Delhi,West Patel Nagar,FALSE,1
6200,Vasudeva,3,5,30,200,New Delhi,Kamla Nagar,FALSE,0
6201,5 Star Tara,4.5,10,50,250,New Delhi,Kamla Nagar,FALSE,1
6202,Mashoor Matthi Wala,3.7,10,50,400,New Delhi,Kamla Nagar,FALSE,0
6203,Dewdrop Hotels,2,10,50,300,New Delhi,West Patel Nagar,FALSE,0
6204,Ricos,4.3,10,100,800,New Delhi,Kamla Nagar,FALSE,30
6205,Anna Ji Dosa,2,10,50,500,New Delhi,Gokalpuri,FALSE,0
6206,Food Van,3,5,30,500,New Delhi,Malka Gunj,FALSE,0
6207,China Wok,2,10,50,250,New Delhi,South Patel Nagar,FALSE,0
6208,Eat Cetera The Food Court,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6209,Haritbhumi Enterprises,3,5,30,500,New Delhi,West Nizamuddin,FALSE,0
6210,Cakes PortA,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6211,Growmor the cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6212,Italy Pizzeria,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6213,Tidys Cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6214,Smile spread cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6215,Italy Burger,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6216,Shahi Chicken Corner,3,5,30,300,New Delhi,Laxmi Nagar,FALSE,0
6217,Syed Wajid Ali Nizami,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
6218,Salads Point,3,10,75,350,New Delhi,West Patel Nagar,FALSE,8
6219,Go cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6220,Tidys Cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6221,Cakes PortA,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6222,Italy Pizzeria,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6223,Dips Momos,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6224,Cakes Port v,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6225,Smile spread cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6226,Italy Burger,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6227,RedBox-The Cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6228,French-The Oven cakes,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6229,Growmor the cake,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
6230,Caterspoint,3.8,10,75,600,New Delhi,West Patel Nagar,FALSE,18
6231,New Himalayan Bhojanalya,2,10,50,300,New Delhi,Lodhi Colony,FALSE,0
6232,Anna Durga Dosa Stall,2,10,50,500,New Delhi,Gokalpuri,FALSE,0
6233,Eve Snacks,3.6,5,30,500,New Delhi,Kamla Nagar,FALSE,2
6234,Nyt Food Spot & Nyt Food Tiffin Services,2,10,50,500,New Delhi,Jawahar Nagar,FALSE,0
6235,Mitti Cafe,3,5,30,500,New Delhi,Kamla Nagar,FALSE,0
6236,Ping's Cafe Orient,4.5,10,200,2000,New Delhi,Lodhi Colony,FALSE,7
6237,Indian Dragon,3,10,75,250,New Delhi,South Patel Nagar,FALSE,1
6238,Chaap Waala,3,5,30,600,New Delhi,West Patel Nagar,FALSE,4
6239,Meals Under 99,2,10,50,150,New Delhi,BK Dutt Colony,FALSE,0
6240,Penta Cafe,3,5,30,600,New Delhi,Civil Lines,FALSE,0
6241,Sharma Fast Food,4.1,10,50,300,New Delhi,Dasghara,FALSE,1
6242,Lazeez Zaika,3,10,75,500,New Delhi,Geeta Colony,FALSE,0
6243,Bobby Di Rasoi,4.3,1,10,200,New Delhi,Lodhi Colony,FALSE,12
6244,Hansraj College Canteen,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
6245,Wraapchik Rolls,4,10,75,300,New Delhi,Laxmi Nagar,FALSE,1
6246,Nege & Ju,5,10,200,3000,New Delhi,Lodhi Colony,FALSE,35
6247,Green House & Hestoft Foods Pvt.Ltd,4,10,50,450,New Delhi,Gokalpuri,FALSE,0
6248,Ghar Ka,3,10,75,300,New Delhi,Civil Lines,FALSE,1
6249,Ping's Cafe,4.3,10,100,800,New Delhi,Lodhi Colony,FALSE,25
6250,Noor E Lazeez,4.1,10,100,850,New Delhi,West Patel Nagar,FALSE,9
6251,Carnatic Cafe,4.3,10,50,700,New Delhi,Lodhi Colony,FALSE,2
6252,TRISHA HOME MADE PRATHA's,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,1
6253,Healthy And Spicy,2,10,50,100,New Delhi,Jor Bagh,FALSE,1
6254,Sansiyar Bakery,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6255,Idly House,2,10,50,200,New Delhi,West Patel Nagar,FALSE,0
6256,Natural Ice Cream,4.3,5,30,300,New Delhi,Kamla Nagar,FALSE,2
6257,Kabilaa,3.6,10,50,200,New Delhi,Laxmi Nagar,FALSE,0
6258,Tikka Exit,3,5,30,200,New Delhi,Laxmi Nagar,FALSE,0
6259,Shahi Chicken - Aslam Bhai Chicken Corner,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
6260,Pastry Hub,3,10,75,300,New Delhi,West Patel Nagar,FALSE,0
6261,Burger Hub,2,10,50,300,New Delhi,West Patel Nagar,FALSE,1
6262,Sangeetha Shanthi South Indian Corner,2,10,50,200,New Delhi,Jor Bagh,FALSE,0
6263,Shumaan Khan,3.3,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6264,Sharma Bakery,2,10,100,500,New Delhi,Kamla Nagar,FALSE,3
6265,Ranjeet Bhojnaliye,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6266,Sham -E -Awadh Restaurant,4,10,50,500,New Delhi,Sarai Kale Khan,FALSE,0
6267,Shubh Manglam,2,10,50,500,New Delhi,Ranjeet Nagar,FALSE,0
6268,Anandam Snacks,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6269,Chatkara Chaap,3,5,30,500,New Delhi,Geeta Colony,FALSE,0
6270,The Grocer,2,10,100,500,New Delhi,West Patel Nagar,FALSE,0
6271,Tandoori Wok- Indian & Chinese Kitchen,4,5,30,500,New Delhi,West Patel Nagar,FALSE,2
6272,Raj Biryani Corner,3,5,30,300,New Delhi,Naraina,FALSE,1
6273,Gourmet Ice Cream Cakes By Baskin Robbins,4,5,30,300,New Delhi,Jawahar Nagar,FALSE,2
6274,Sardar-Ji-Bakhsh Coffee & Co.,4.1,10,75,800,New Delhi,Civil Lines,FALSE,2
6275,Aapki Ex Ka Restaurant,3,5,30,300,New Delhi,West Patel Nagar,FALSE,1
6276,Biryani Behtareen,3,5,30,500,New Delhi,Jor Bagh,FALSE,1
6277,Dp Canteen Adda,2,10,50,500,New Delhi,Ranjeet Nagar,FALSE,0
6278,Gopal Ji Poori Wale,2,10,50,100,New Delhi,West Patel Nagar,FALSE,1
6279,Cook 25,3.3,10,50,300,New Delhi,Laxmi Nagar,FALSE,1
6280,Ram Momos,2,10,50,500,New Delhi,West Patel Nagar,FALSE,1
6281,Akbari Gate,3,5,30,1200,New Delhi,Jawahar Nagar,FALSE,36
6282,Sweet Truth - Cake and Desserts,4.3,5,30,400,New Delhi,West Patel Nagar,FALSE,1
6283,Cheesy Pizza Point,2,10,50,300,New Delhi,West Patel Nagar,FALSE,1
6284,"Yadav Matthi Wala, Kamla Nagar",4.2,3,25,500,New Delhi,Kamla Nagar,FALSE,0
6285,Pizza Burst- Every Bite Cheese Bite,3,10,75,400,New Delhi,Jor Bagh,FALSE,1
6286,The Biryani Life,4.1,5,30,400,New Delhi,West Patel Nagar,FALSE,0
6287,RV Chicken and Meat Shop,2,10,50,500,New Delhi,South Patel Nagar,FALSE,0
6288,Hot Spot Chinese Fast Food Corner,2,10,50,500,New Delhi,Anand Parbat,FALSE,0
6289,A-One Chicken Biryani,2,10,50,300,New Delhi,West Patel Nagar,FALSE,0
6290,Aunty Ji Ki Rasoi,3.9,10,75,250,New Delhi,Laxmi Nagar,FALSE,1
6291,Hot And Spicy Food Corner,2,10,50,200,New Delhi,Naraina,FALSE,4
6292,Dilli Gate,2,10,100,500,New Delhi,Kamla Nagar,FALSE,0
6293,Hygienic Medicated Foods,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6294,Dinesh Cake & Pastry Shop,3,5,30,350,New Delhi,Naraina,FALSE,0
6295,Uttaranchal Dhaba,2,10,100,500,New Delhi,Laxmi Nagar,FALSE,0
6296,Chinese Hot Pot,2,10,50,250,New Delhi,Kamla Nagar,FALSE,1
6297,Ghar Aangan,2,10,100,500,New Delhi,Vikas Marg,FALSE,0
6298,Chick-N-Serve,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
6299,Royal Handi,2,10,50,300,New Delhi,Shakti Nagar,FALSE,3
6300,Kajal Sweets New Chandrawal,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
6301,Shindey Da Dhaba,2,10,50,500,New Delhi,Civil Lines,FALSE,0
6302,Maa Ka Haath Ka Khana,2,10,50,199,New Delhi,Kamla Nagar,FALSE,0
6303,Svagat Caterers,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
6304,Muradabad Chicken Biryani,2,10,50,450,New Delhi,Laxmi Nagar,FALSE,0
6305,Wat-A-Roll,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6306,Mariya dhaba,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
6307,Jj Pizza,3,10,75,300,New Delhi,West Patel Nagar,FALSE,2
6308,Chaat Chawk,3,10,75,500,New Delhi,"Spark Mall, Kamla Nagar",TRUE,0
6309,Chaat Chawk,3,10,75,500,New Delhi,"Spark Mall, Kamla Nagar",TRUE,0
6310,Khandani pakoda wala,3,10,75,500,New Delhi,"Spark Mall, Kamla Nagar",TRUE,0
6311,Schengen sandwich,4.3,10,50,400,New Delhi,Jor Bagh,FALSE,5
6312,Sunny's Juices & Shakes,3.8,10,75,200,New Delhi,West Patel Nagar,FALSE,3
6313,Subwich - The Next Level Subs,4.4,10,75,400,New Delhi,Jor Bagh,FALSE,19
6314,New Kaka Chicken,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
6315,Chinese@99,2,10,50,200,New Delhi,Shakti Nagar,FALSE,0
6316,Krazy Munch,4,10,50,300,New Delhi,Nizamuddin,FALSE,1
